Rcd_DT,CIF_ID,CIF_NM,CIF_NM1,CIF_NM2,MaritalSts,Gender,Citizen,State,Region,Race,NOB,HomeOwn,HomePost,_HomeAddr1,_HomeAddr2,_HomeAddr3,EmpPost,MailPost,Occupation,PayslipTyp,Academic,Emp_NM,SelftEmp_FG,Felda_FG,JoinIncome_FG,RecvPromo_FG,N_Age,N_YrStay,N_YrJob,B_NetIncome,B_GrossIncome,B_AnnualIncome,EmpSts
2026-09-02,82374753,Tan Mun Yee,Tan,Mun Yee,SINGLE,F,MALAYSIAN,Pahang,East Coast,Chinese,Construction,OWNED,28399,"No 243, Jalan Harmoni 12",Taman Bukit Beruntung,"Raub, Pahang",28573,28399,Teacher,3,Master Degree,Tenaga Nasional Berhad,N,N,Y,Y,37,11,0,21795.44,28847.48,346169.76,5
2026-09-02,27758595,Aminah Aiman,Aminah,Aiman,SINGLE,F,MALAYSIAN,Pulau Pinang,Northern,Malay,Wholesale,OWNED,10102,"No 304, Jalan Harmoni 13",Taman Puchong Perdana,"Butterworth, Pulau Pinang",11231,10102,Retail Assistant,2,Diploma,Tenaga Nasional Berhad,N,Y,N,N,50,17,13,23188.01,29228.35,350740.2,1
2026-09-02,86644106,Nur Hidayah Fauzi,Nur Hidayah,Fauzi,SINGLE,F,MALAYSIAN,Pahang,East Coast,Malay,Agriculture,OWNED,27948,"No 95, Jalan Kenanga 20",Taman Taman Universiti,"Raub, Pahang",26915,27948,Civil Servant,2,Bachelor Degree,Dell Malaysia,N,N,N,Y,48,28,6,23724.29,27686.46,332237.52,3
2026-09-02,87337818,Wong Li Wei,Wong,Li Wei,SINGLE,M,MALAYSIAN,Johor,Southern,Chinese,Education,RENTING,79302,"No 230, Jalan Permai 14",Taman Taman Sri Muda,"Kluang, Johor",82782,79302,Lecturer,3,SPM,Tenaga Nasional Berhad,N,N,N,Y,48,30,16,15419.74,18971.12,227653.44,1
2026-09-02,73440831,Khairul Abdul Rahman,Khairul,Abdul Rahman,MARRIED,M,MALAYSIAN,Kelantan,East Coast,Malay,Education,FAMILY OWNED,15204,"No 132, Jalan Bahagia 1",Taman Taman Universiti,"Gua Musang, Kelantan",15395,15204,Nurse,5,STPM,Astro Malaysia,N,N,Y,Y,23,1,0,14977.5,18450.01,221400.12,3
2026-09-02,42614537,Maziah Khairul,Maziah,Khairul,DIVORCED,F,MALAYSIAN,Kelantan,East Coast,Malay,Food & Beverage,OWNED,16825,"No 184, Jalan Murni 14",Taman Desa Jaya,"Tumpat, Kelantan",17598,16825,Lecturer,3,Bachelor Degree,Malayan Banking Berhad,N,N,Y,N,39,2,0,14163.72,17841.61,214099.32,1
2026-09-02,73481353,Fatimah Shahrul,Fatimah,Shahrul,MARRIED,F,MALAYSIAN,Perak,Northern,Malay,Healthcare,OWNED,30084,"No 281, Jalan Nuri 6",Taman Setia Alam,"Teluk Intan, Perak",30718,30084,Self-Employed,5,SPM,Self Employed,Y,N,Y,N,42,23,6,21564.2,28575.72,342908.64,4
2026-09-02,64634663,Toh Yan Ping,Toh,Yan Ping,MARRIED,M,MALAYSIAN,Sabah,East Malaysia,Chinese,Manufacturing,RENTING,88253,"No 339, Jalan Wawasan 8",Taman Bukit Indah,"Lahad Datu, Sabah",91694,88253,Police Officer,2,SPM,Public Bank Berhad,N,N,N,N,25,0,0,3195.66,3998.89,47986.68,1
2026-09-02,35556386,Chong Kah Wai,Chong,Kah Wai,MARRIED,F,MALAYSIAN,Sarawak,East Malaysia,Chinese,Wholesale,RENTING,97828,"No 293, Jalan Melati 7",Taman Damansara Utama,"Sibu, Sarawak",93155,97828,Factory Worker,1,Diploma,DiGi Telecommunications,N,Y,N,N,24,3,2,17908.65,23634.94,283619.28,5
2026-09-02,22660194,Teoh Chee Keong,Teoh,Chee Keong,SINGLE,F,MALAYSIAN,Perak,Northern,Chinese,Wholesale,OWNED,33448,"No 89, Jalan Indah 9",Taman Puchong Perdana,"Taiping, Perak",35695,33448,Sales Executive,2,SPM,Petronas,N,N,Y,Y,59,35,36,15476.83,19118.11,229417.32,5
2026-09-02,23009833,Hasnah Danial,Hasnah,Danial,MARRIED,F,MALAYSIAN,Selangor,Central,Malay,Food & Beverage,FAMILY OWNED,66832,"No 200, Jalan Delima 8",Taman Damansara Utama,"Subang Jaya, Selangor",42218,66832,Lecturer,3,Diploma,Proton Holdings,N,N,Y,Y,59,13,4,20340.84,24487.81,293853.72,2
2026-09-02,98447167,Loh Wan Ting,Loh,Wan Ting,DIVORCED,M,MALAYSIAN,Sarawak,East Malaysia,Chinese,Plantation,RENTING,94200,"No 134, Jalan Damai 19",Taman Taman Universiti,"Kuching, Sarawak",96365,94200,Technician,3,Bachelor Degree,Nestle (M) Berhad,N,N,Y,N,62,15,23,4881.26,6575.18,78902.16,2
2026-09-02,67854710,Ahmad Firdaus,Ahmad,Firdaus,SINGLE,M,MALAYSIAN,Terengganu,East Coast,Malay,Real Estate,OWNED,22892,"No 128, Jalan Merdeka 4",Taman Setia Alam,"Kemaman, Terengganu",22624,22892,Retail Assistant,3,SPM,DiGi Telecommunications,N,N,Y,N,30,4,6,7732.73,9449.14,113389.68,2
2026-09-02,57553014,Wan Norhaslinda Nabil,Wan Norhaslinda,Nabil,MARRIED,F,MALAYSIAN,Kedah,Northern,Malay,Agriculture,MORTGAGE,05878,"No 148, Jalan Teratai 6",Taman Desa Jaya,"Kulim, Kedah",06344,05878,Doctor,1,SPM,Astro Malaysia,N,N,N,N,52,25,1,23774.78,31001.16,372013.92,3
2026-09-02,66851760,Ainun Muhammad,Ainun,Muhammad,MARRIED,F,MALAYSIAN,Johor,Southern,Malay,Oil & Gas,RENTING,82772,"No 188, Jalan Harmoni 10",Taman Damansara Utama,"Segamat, Johor",86718,82772,IT Executive,1,Bachelor Degree,Sime Darby Berhad,N,Y,N,Y,56,25,3,24798.88,30876.96,370523.52,4
2026-09-02,65177213,Lau Kah Wai,Lau,Kah Wai,SINGLE,F,MALAYSIAN,Johor,Southern,Chinese,Government,OWNED,84524,"No 54, Jalan Seroja 4",Taman Bandar Baru,"Segamat, Johor",81142,84524,Nurse,5,Diploma,Dell Malaysia,N,N,Y,Y,40,5,10,14913.2,17695.56,212346.72,1
2026-09-02,72682989,Syafiqah Ridwan,Syafiqah,Ridwan,MARRIED,F,MALAYSIAN,Negeri Sembilan,Southern,Malay,Healthcare,RENTING,70513,"No 329, Jalan Wawasan 18",Taman Sri Melati,"Port Dickson, Negeri Sembilan",71804,70513,Nurse,3,Bachelor Degree,Intel Malaysia,N,Y,N,N,60,14,17,24656.29,30545.71,366548.52,3
2026-09-02,17270733,Muhammad Amir,Muhammad,Amir,MARRIED,M,MALAYSIAN,Johor,Southern,Malay,Construction,FAMILY OWNED,81230,"No 47, Jalan Seroja 9",Taman Setia Alam,"Johor Bahru, Johor",79874,81230,Contractor,2,SPM,Self Employed,Y,Y,N,N,37,5,9,11017.26,13629.97,163559.64,2
2026-09-02,97705310,Zaleha Mohd Faizal,Zaleha,Mohd Faizal,MARRIED,F,MALAYSIAN,Pulau Pinang,Northern,Malay,Government,OWNED,11002,"No 121, Jalan Kenanga 16",Taman Sentosa,"George Town, Pulau Pinang",11840,11002,Self-Employed,3,SPM,Self Employed,Y,N,Y,Y,64,8,13,20579.4,26362.42,316349.04,5
2026-09-02,96728778,Danial Khairul,Danial,Khairul,MARRIED,M,MALAYSIAN,Kedah,Northern,Malay,Professional Services,MORTGAGE,07988,"No 120, Jalan Seroja 2",Taman Sentosa,"Alor Setar, Kedah",09212,07988,Doctor,2,SPM,Tenaga Nasional Berhad,N,Y,Y,N,53,20,24,2282.15,3051.92,36623.04,2
2026-09-02,23209423,Naresh Chandran,Naresh,Chandran,MARRIED,M,MALAYSIAN,Perak,Northern,Indian,Education,FAMILY OWNED,35083,"No 4, Jalan Teratai 4",Taman Sentosa,"Ipoh, Perak",33194,35083,Army Personnel,5,SPM,Dell Malaysia,N,N,N,Y,40,1,8,14912.94,18270.72,219248.64,5
2026-09-02,18135295,Amir Syafiq,Amir,Syafiq,MARRIED,M,MALAYSIAN,Melaka,Southern,Malay,Plantation,RENTING,78658,"No 126, Jalan Wawasan 20",Taman Taman Universiti,"Alor Gajah, Melaka",76157,78658,Driver,2,STPM,Self Employed,N,Y,Y,Y,26,0,0,7778.31,9829.46,117953.52,3
2026-09-02,64038913,Nazri Amir,Nazri,Amir,MARRIED,M,MALAYSIAN,Pulau Pinang,Northern,Malay,Manufacturing,OWNED,13421,"No 3, Jalan Harmoni 17",Taman Taman Universiti,"Bayan Lepas, Pulau Pinang",14948,13421,Supervisor,5,No Formal Education,Grab Malaysia,N,N,Y,Y,31,10,1,11118.85,14332.96,171995.52,1
2026-09-02,55540424,Nadia Zaki,Nadia,Zaki,MARRIED,F,MALAYSIAN,Sarawak,East Malaysia,Malay,Professional Services,RENTING,97882,"No 271, Jalan Perdana 6",Taman Puchong Perdana,"Kuching, Sarawak",93497,97882,Police Officer,3,Diploma,Public Bank Berhad,N,Y,N,N,42,19,18,11553.23,13500.89,162010.68,5
2026-09-02,24665841,Zaharah Faizal,Zaharah,Faizal,DIVORCED,F,MALAYSIAN,Kedah,Northern,Malay,Retail Trade,EMPLOYER PROVIDED,09658,"No 32, Jalan Anggerik 17",Taman Sentosa,"Sungai Petani, Kedah",09989,09658,Sales Executive,2,SPM,IOI Corporation,N,N,N,Y,28,5,7,9505.29,11903.9,142846.8,3
2026-09-02,43374088,Gan Yee Ling,Gan,Yee Ling,MARRIED,M,MALAYSIAN,Selangor,Central,Chinese,Food & Beverage,RENTING,43308,"No 275, Jalan Utama 12",Taman Kota Damansara,"Subang Jaya, Selangor",64131,43308,Driver,1,Diploma,Genting Malaysia,N,N,N,Y,49,13,11,10503.03,13245.83,158949.96,4
2026-09-02,35714784,Koh Mei Ling,Koh,Mei Ling,MARRIED,F,MALAYSIAN,Selangor,Central,Chinese,Agriculture,MORTGAGE,68337,"No 60, Jalan Cempaka 14",Taman Puchong Perdana,"Klang, Selangor",48302,68337,Administrator,5,SPM,Gamuda Berhad,N,N,N,N,59,5,26,14610.61,17842.88,214114.56,4
2026-09-02,35529407,Chan Sze Ying,Chan,Sze Ying,MARRIED,F,MALAYSIAN,Kedah,Northern,Chinese,Professional Services,RENTING,08020,"No 308, Jalan Wawasan 10",Taman Sentosa,"Alor Setar, Kedah",08059,08020,Security Guard,3,Master Degree,Dell Malaysia,N,N,Y,N,42,5,18,2744.21,3170.73,38048.76,3
2026-09-02,81979055,Ng Cheng Han,Ng,Cheng Han,SINGLE,M,MALAYSIAN,Pahang,East Coast,Chinese,Agriculture,OWNED,25751,"No 283, Jalan Nuri 15",Taman Puchong Perdana,"Temerloh, Pahang",28421,25751,Businessman,1,Master Degree,Self Employed,Y,N,N,N,56,9,3,5562.56,6865.27,82383.24,5
2026-09-02,70211891,Intan Iskandar,Intan,Iskandar,MARRIED,F,MALAYSIAN,Perak,Northern,Malay,Retail Trade,MORTGAGE,32739,"No 97, Jalan Indah 1",Taman Taman Universiti,"Teluk Intan, Perak",33826,32739,Doctor,3,Diploma,Public Bank Berhad,N,Y,N,Y,33,6,3,19964.53,24615.68,295388.16,2
2026-09-02,28814949,Nurul Ain Amir,Nurul Ain,Amir,MARRIED,F,MALAYSIAN,Johor,Southern,Malay,Agriculture,OWNED,84491,"No 56, Jalan Indah 1",Taman Taman Melawati,"Segamat, Johor",84952,84491,Clerk,5,Bachelor Degree,Nestle (M) Berhad,N,N,Y,Y,59,15,13,19515.49,23917.51,287010.12,1
2026-09-02,66623995,Loh Jia Hui,Loh,Jia Hui,SINGLE,F,MALAYSIAN,Kedah,Northern,Chinese,Telecommunications,OWNED,09529,"No 219, Jalan Teratai 17",Taman Bukit Beruntung,"Alor Setar, Kedah",09757,09529,Lecturer,3,SPM,Genting Malaysia,N,Y,Y,N,26,6,0,13437.82,16706.06,200472.72,3
2026-09-02,34627347,Dinesh Muniandy,Dinesh,Muniandy,MARRIED,M,MALAYSIAN,Selangor,Central,Indian,Plantation,RENTING,67922,"No 228, Jalan Melati 10",Taman Sri Gombak,"Klang, Selangor",42807,67922,Factory Worker,2,Bachelor Degree,Government of Malaysia,N,N,Y,Y,43,19,15,17111.74,22281.29,267375.48,3
2026-09-02,47385696,Nadia Abdul Rahman,Nadia,Abdul Rahman,DIVORCED,F,MALAYSIAN,Pahang,East Coast,Malay,Manufacturing,FAMILY OWNED,27285,"No 223, Jalan Wawasan 4",Taman Taman Sri Muda,"Raub, Pahang",26491,27285,Security Guard,3,Diploma,Intel Malaysia,N,Y,Y,Y,51,32,20,15345.89,20213.7,242564.4,1
2026-09-02,72092888,Balqis Ismail,Balqis,Ismail,MARRIED,F,MALAYSIAN,Johor,Southern,Malay,Wholesale,OWNED,82001,"No 297, Jalan Setia 5",Taman Sentosa,"Batu Pahat, Johor",86342,82001,Army Personnel,5,SPM,Public Bank Berhad,N,N,N,N,22,2,0,12905.64,15700.21,188402.52,3
2026-09-02,43528453,Ravi Karuppiah,Ravi,Karuppiah,MARRIED,M,MALAYSIAN,Selangor,Central,Indian,Retail Trade,OWNED,48425,"No 164, Jalan Nuri 20",Taman Taman Universiti,"Petaling Jaya, Selangor",67322,48425,Sales Executive,5,Master Degree,Sime Darby Berhad,N,Y,N,N,42,24,17,21571.89,26405.08,316860.96,3
2026-09-02,20117988,Hasnah Nabil,Hasnah,Nabil,MARRIED,F,MALAYSIAN,Selangor,Central,Malay,Food & Beverage,OWNED,40535,"No 347, Jalan Mawar 13",Taman Sentosa,"Subang Jaya, Selangor",66021,40535,Sales Executive,1,Master Degree,Tenaga Nasional Berhad,N,N,Y,Y,50,30,24,12127.41,15408.22,184898.64,1
2026-09-02,69476001,Liyana Halim,Liyana,Halim,SINGLE,F,MALAYSIAN,Kuala Lumpur,Central,Malay,Food & Beverage,OWNED,54675,"No 93, Jalan Anggerik 16",Taman Taman Sri Muda,"Kuala Lumpur, Kuala Lumpur",54755,54675,Manager,2,SPM,Nestle (M) Berhad,N,N,Y,Y,56,16,13,21757.3,25210.56,302526.72,1
2026-09-02,83863413,Shahrul Firdaus,Shahrul,Firdaus,MARRIED,M,MALAYSIAN,Kuala Lumpur,Central,Malay,Financial Services,OWNED,55196,"No 15, Jalan Nuri 20",Taman Seri Kembangan,"Kuala Lumpur, Kuala Lumpur",54173,55196,Manager,2,Diploma,AirAsia Berhad,N,Y,Y,N,32,14,7,11434.18,14177.41,170128.92,1
2026-09-02,23141087,Ainun Faizal,Ainun,Faizal,MARRIED,F,MALAYSIAN,Perak,Northern,Malay,Government,OWNED,36321,"No 168, Jalan Bahagia 9",Taman Sri Melati,"Teluk Intan, Perak",32920,36321,Self-Employed,5,STPM,Self Employed,Y,N,N,N,41,18,10,3550.64,4362.92,52355.04,1
2026-09-02,16789850,Razak Kamarul,Razak,Kamarul,SINGLE,M,MALAYSIAN,Terengganu,East Coast,Malay,Retail Trade,OWNED,20427,"No 267, Jalan Nuri 8",Taman Seri Kembangan,"Kemaman, Terengganu",22684,20427,Civil Servant,2,SPM,Shopee Malaysia,N,N,N,N,49,15,28,22589.67,30308.68,363704.16,2
2026-09-02,97529405,Chua Xin Yi,Chua,Xin Yi,DIVORCED,M,MALAYSIAN,Negeri Sembilan,Southern,Chinese,Agriculture,RENTING,71582,"No 201, Jalan Permai 5",Taman Bandar Sunway,"Seremban, Negeri Sembilan",71624,71582,Self-Employed,3,STPM,Self Employed,Y,N,N,Y,64,9,0,9805.22,11775.53,141306.36,2
2026-09-02,82556484,Geetha Govindasamy,Geetha,Govindasamy,MARRIED,F,MALAYSIAN,Selangor,Central,Indian,Food & Beverage,FAMILY OWNED,48408,"No 195, Jalan Ria 11",Taman Desa Jaya,"Kajang, Selangor",47048,48408,Civil Servant,3,Diploma,Proton Holdings,N,Y,N,Y,36,7,11,10231.18,13315.41,159784.92,2
2026-09-02,11980765,Faizal Kamarul,Faizal,Kamarul,SINGLE,M,MALAYSIAN,Johor,Southern,Malay,Telecommunications,OWNED,80560,"No 53, Jalan Merdeka 17",Taman Taman Sri Muda,"Segamat, Johor",86076,80560,Civil Servant,1,Bachelor Degree,Tenaga Nasional Berhad,N,N,N,N,38,20,4,23240.71,28970.24,347642.88,3
2026-09-02,22517517,Balqis Hakim,Balqis,Hakim,SINGLE,F,MALAYSIAN,Johor,Southern,Malay,Construction,RENTING,81965,"No 88, Jalan Utama 11",Taman Bandar Baru,"Batu Pahat, Johor",83145,81965,Retail Assistant,5,Diploma,AirAsia Berhad,N,N,Y,N,50,22,0,19788.43,23000.51,276006.12,3
2026-09-02,41726318,Amir Nazri,Amir,Nazri,SINGLE,M,MALAYSIAN,Perak,Northern,Malay,Construction,OWNED,35146,"No 54, Jalan Indah 2",Taman Damansara Utama,"Taiping, Perak",34534,35146,Self-Employed,2,SPM,Self Employed,Y,N,N,Y,31,11,8,7129.8,8251.59,99019.08,1
2026-09-02,32321899,Chua Chee Keong,Chua,Chee Keong,MARRIED,M,MALAYSIAN,Kedah,Northern,Chinese,Retail Trade,RENTING,06590,"No 110, Jalan Damai 14",Taman Damansara Utama,"Sungai Petani, Kedah",08960,06590,Sales Executive,3,Certificate,IOI Corporation,N,N,N,Y,41,2,4,3411.88,4413.98,52967.76,3
2026-09-02,64547971,Goh Wan Ting,Goh,Wan Ting,MARRIED,F,MALAYSIAN,Kuala Lumpur,Central,Chinese,Hospitality,MORTGAGE,56679,"No 10, Jalan Harmoni 5",Taman Seri Kembangan,"Cheras, Kuala Lumpur",50290,56679,Driver,1,SPM,Astro Malaysia,N,N,N,N,51,2,28,11517.56,14936.04,179232.48,4
2026-09-02,75181648,Sim Pei Shan,Sim,Pei Shan,MARRIED,F,MALAYSIAN,Kedah,Northern,Chinese,Financial Services,FAMILY OWNED,08107,"No 171, Jalan Teratai 13",Taman Taman Universiti,"Alor Setar, Kedah",06059,08107,Manager,5,Diploma,Grab Malaysia,N,N,N,Y,38,19,1,4449.25,5937.76,71253.12,1
2026-09-02,74606833,Chua Mun Yee,Chua,Mun Yee,SINGLE,M,MALAYSIAN,Perak,Northern,Chinese,Agriculture,OWNED,36026,"No 71, Jalan Seroja 6",Taman Damansara Utama,"Taiping, Perak",35380,36026,Clerk,2,Master Degree,Genting Malaysia,N,N,N,N,36,17,12,19248.3,23864.42,286373.04,5
2026-09-02,38688676,Rohana Fauzi,Rohana,Fauzi,MARRIED,F,MALAYSIAN,Sarawak,East Malaysia,Malay,Telecommunications,FAMILY OWNED,96754,"No 301, Jalan Bahagia 18",Taman Seri Kembangan,"Miri, Sarawak",97180,96754,Driver,3,Diploma,AEON Co (M) Bhd,N,N,N,Y,32,12,4,24736.66,30000.84,360010.08,1
2026-09-02,63826716,Sim Chee Keong,Sim,Chee Keong,SINGLE,M,MALAYSIAN,Johor,Southern,Chinese,Food & Beverage,OWNED,84559,"No 330, Jalan Melati 18",Taman Setia Alam,"Johor Bahru, Johor",82727,84559,Supervisor,2,STPM,Astro Malaysia,N,N,Y,N,39,1,6,6558.24,8488.41,101860.92,1
2026-09-02,17869910,Foo Zhi Hao,Foo,Zhi Hao,DIVORCED,F,MALAYSIAN,Selangor,Central,Chinese,Real Estate,RENTING,41994,"No 156, Jalan Utama 3",Taman Damansara Utama,"Petaling Jaya, Selangor",45313,41994,Police Officer,1,Diploma,Shopee Malaysia,N,N,Y,N,26,6,7,12267.34,15909.33,190911.96,3
2026-09-02,32097220,Hasnah Zaki,Hasnah,Zaki,MARRIED,F,MALAYSIAN,Selangor,Central,Malay,Professional Services,RENTING,68990,"No 221, Jalan Delima 2",Taman Setia Alam,"Klang, Selangor",67274,68990,Retail Assistant,1,Diploma,Gamuda Berhad,N,Y,Y,Y,28,9,0,9739.69,11936.32,143235.84,4
2026-09-02,60864911,Intan Ismail,Intan,Ismail,MARRIED,F,MALAYSIAN,Kedah,Northern,Malay,Oil & Gas,RENTING,05169,"No 247, Jalan Nuri 3",Taman Sri Gombak,"Alor Setar, Kedah",06986,05169,Doctor,2,SPM,Grab Malaysia,N,N,N,N,38,7,18,15441.55,17858.43,214301.16,3
2026-09-02,10289289,Ahmad Haikal,Ahmad,Haikal,SINGLE,M,MALAYSIAN,Johor,Southern,Others,Oil & Gas,RENTING,82859,"No 98, Jalan Melati 1",Taman Kota Damansara,"Muar, Johor",81288,82859,Clerk,1,SPM,Self Employed,N,N,N,N,30,10,9,8531.71,10164.57,121974.84,2
2026-09-02,62401521,Cheah Kah Wai,Cheah,Kah Wai,SINGLE,F,MALAYSIAN,Selangor,Central,Chinese,Wholesale,MORTGAGE,43925,"No 230, Jalan Melati 16",Taman Puchong Perdana,"Subang Jaya, Selangor",68326,43925,Army Personnel,1,Diploma,Grab Malaysia,N,Y,N,N,61,34,9,14826.99,19275.26,231303.12,5
2026-09-02,45594951,Chong Chun Kit,Chong,Chun Kit,MARRIED,F,MALAYSIAN,Kelantan,East Coast,Chinese,Hospitality,OWNED,16220,"No 139, Jalan Utama 10",Taman Kota Damansara,"Pasir Mas, Kelantan",15365,16220,Doctor,5,Bachelor Degree,Petronas,N,N,Y,Y,53,23,23,5984.01,6972.27,83667.24,2
2026-09-02,71070189,Loh Jun Jie,Loh,Jun Jie,MARRIED,M,MALAYSIAN,Kelantan,East Coast,Chinese,Healthcare,OWNED,16672,"No 91, Jalan Harmoni 11",Taman Seri Kembangan,"Kota Bharu, Kelantan",15153,16672,Driver,1,STPM,Proton Holdings,N,Y,N,N,23,1,5,13102.91,17429.86,209158.32,5
2026-09-02,48285503,Ong Sze Ying,Ong,Sze Ying,MARRIED,M,MALAYSIAN,Kelantan,East Coast,Chinese,Government,MORTGAGE,15447,"No 174, Jalan Permai 8",Taman Sentosa,"Tumpat, Kelantan",17965,15447,Accountant,1,Diploma,AirAsia Berhad,N,N,N,N,62,4,8,23326.87,28178.11,338137.32,2
2026-09-02,66775103,Hasnah Mohd Faizal,Hasnah,Mohd Faizal,MARRIED,F,MALAYSIAN,Kelantan,East Coast,Malay,Healthcare,FAMILY OWNED,17545,"No 241, Jalan Setia 7",Taman Bandar Baru,"Kota Bharu, Kelantan",16597,17545,Teacher,1,Diploma,Malayan Banking Berhad,N,Y,Y,N,52,10,3,12289.27,14227.31,170727.72,3
2026-09-02,84593961,Sofea Rosli,Sofea,Rosli,MARRIED,F,MALAYSIAN,Pahang,East Coast,Malay,Construction,OWNED,28188,"No 235, Jalan Delima 1",Taman Taman Universiti,"Temerloh, Pahang",27486,28188,Nurse,5,Bachelor Degree,Self Employed,N,N,Y,N,60,16,31,18662.09,25034.04,300408.48,5
2026-09-02,98834863,Ainun Haikal,Ainun,Haikal,DIVORCED,F,MALAYSIAN,Negeri Sembilan,Southern,Malay,Wholesale,RENTING,73717,"No 115, Jalan Merdeka 20",Taman Kota Damansara,"Seremban, Negeri Sembilan",72761,73717,Retail Assistant,2,SPM,Top Glove Corporation,N,N,N,N,41,9,12,18103.03,23150.07,277800.84,1
2026-09-02,75319931,Halimah Faizal,Halimah,Faizal,SINGLE,F,MALAYSIAN,Selangor,Central,Malay,Food & Beverage,EMPLOYER PROVIDED,44291,"No 282, Jalan Bahagia 1",Taman Puchong Perdana,"Petaling Jaya, Selangor",65129,44291,Self-Employed,5,Master Degree,Self Employed,Y,N,N,Y,50,21,17,23532.62,31148.78,373785.36,5
2026-09-02,30776478,Maziah Rosli,Maziah,Rosli,SINGLE,F,MALAYSIAN,Negeri Sembilan,Southern,Malay,Professional Services,RENTING,73454,"No 305, Jalan Setia 15",Taman Kota Damansara,"Seremban, Negeri Sembilan",71307,73454,Technician,5,Bachelor Degree,Gamuda Berhad,N,N,Y,Y,26,1,8,8951.66,11843.55,142122.6,1
2026-09-02,35487660,Prakash Sinnasamy,Prakash,Sinnasamy,SINGLE,M,MALAYSIAN,Sarawak,East Malaysia,Indian,Food & Beverage,OWNED,94136,"No 270, Jalan Melati 15",Taman Damansara Utama,"Kuching, Sarawak",95087,94136,Engineer,5,Diploma,Shopee Malaysia,N,N,Y,N,38,3,5,11687.77,15191.46,182297.52,5
2026-09-02,49823450,Nazri Iskandar,Nazri,Iskandar,MARRIED,M,MALAYSIAN,Kuala Lumpur,Central,Malay,Plantation,OWNED,50198,"No 213, Jalan Melati 16",Taman Sri Rampai,"Bangsar, Kuala Lumpur",59282,50198,Nurse,1,SPM,MISC Berhad,N,Y,Y,N,26,8,6,21884.17,26284.21,315410.52,4
2026-09-02,39219319,Maziah Khairul,Maziah,Khairul,SINGLE,F,MALAYSIAN,Sabah,East Malaysia,Malay,Agriculture,OWNED,88805,"No 93, Jalan Anggerik 2",Taman Bukit Indah,"Kota Kinabalu, Sabah",91249,88805,Accountant,1,Certificate,Nestle (M) Berhad,N,Y,Y,Y,64,2,14,18927.07,22179.74,266156.88,2
2026-09-02,17849494,Ridwan Abdul Rahman,Ridwan,Abdul Rahman,DIVORCED,M,MALAYSIAN,Kelantan,East Coast,Malay,Plantation,RENTING,15670,"No 204, Jalan Utama 19",Taman Desa Jaya,"Gua Musang, Kelantan",18315,15670,Technician,3,Diploma,Genting Malaysia,N,N,Y,Y,37,8,12,18516.99,23097.26,277167.12,5
2026-09-02,87736262,Rosli Razak,Rosli,Razak,SINGLE,M,MALAYSIAN,Perak,Northern,Malay,Transportation,OWNED,30955,"No 192, Jalan Delima 4",Taman Bandar Sunway,"Ipoh, Perak",35142,30955,Contractor,2,No Formal Education,Self Employed,Y,Y,N,Y,38,18,2,15501.0,19839.48,238073.76,5
2026-09-02,82772208,Ong Sze Ying,Ong,Sze Ying,SINGLE,M,MALAYSIAN,Johor,Southern,Chinese,Food & Beverage,OWNED,83284,"No 176, Jalan Suria 12",Taman Damansara Utama,"Muar, Johor",84689,83284,Army Personnel,1,SPM,MISC Berhad,N,Y,N,Y,40,20,21,17217.04,20350.64,244207.68,3
2026-09-02,18181586,Liyana Hafiz,Liyana,Hafiz,SINGLE,F,MALAYSIAN,Perak,Northern,Malay,Agriculture,OWNED,31814,"No 97, Jalan Seroja 15",Taman Sri Rampai,"Ipoh, Perak",32679,31814,Driver,1,Master Degree,Government of Malaysia,N,N,N,N,56,2,30,13112.49,15487.69,185852.28,5
2026-09-02,52091325,Chong Pei Shan,Chong,Pei Shan,SINGLE,M,MALAYSIAN,Melaka,Southern,Chinese,Agriculture,FAMILY OWNED,77347,"No 218, Jalan Bahagia 14",Taman Sri Melati,"Alor Gajah, Melaka",75039,77347,Chef,1,Bachelor Degree,Sime Darby Berhad,N,N,Y,N,44,18,16,12535.79,15080.16,180961.92,3
2026-09-02,17672593,Ridwan Haikal,Ridwan,Haikal,SINGLE,M,MALAYSIAN,Kelantan,East Coast,Malay,Construction,OWNED,18404,"No 330, Jalan Murni 17",Taman Bandar Sunway,"Kota Bharu, Kelantan",18586,18404,Self-Employed,5,Diploma,Self Employed,Y,N,Y,Y,52,21,30,23573.5,29538.12,354457.44,4
2026-09-02,16729990,Chong Xin Yi,Chong,Xin Yi,MARRIED,M,MALAYSIAN,Sabah,East Malaysia,Chinese,Healthcare,FAMILY OWNED,91065,"No 286, Jalan Utama 20",Taman Bandar Sunway,"Lahad Datu, Sabah",88404,91065,Driver,5,Bachelor Degree,Petronas,N,N,N,N,49,3,7,16279.38,19407.65,232891.8,3
2026-09-02,88406989,Segar Ramasamy,Segar,Ramasamy,SINGLE,M,MALAYSIAN,Johor,Southern,Indian,Agriculture,OWNED,80375,"No 137, Jalan Damai 3",Taman Bukit Indah,"Johor Bahru, Johor",86472,80375,Driver,2,Diploma,Petronas,N,Y,Y,N,51,6,18,22081.74,27239.92,326879.04,1
